               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 160,            0.023964,           0.0081438,           0.0022145,             0.94872,             0.83211,             0.88211,             0.57909,            0.026616,           0.0062656,            0.007955,           0.0021295,           0.0021295,           0.0021295
                 161,            0.024097,            0.007806,           0.0019705,             0.95207,             0.83084,             0.87126,              0.5696,            0.026729,           0.0064855,           0.0081096,             0.00208,             0.00208,             0.00208
                 162,            0.024361,           0.0083311,           0.0024596,              0.9551,             0.82929,             0.86904,             0.58464,              0.0264,           0.0063797,           0.0076413,           0.0020305,           0.0020305,           0.0020305
                 163,            0.024457,           0.0083677,           0.0028379,             0.95943,             0.84181,             0.86576,                0.58,            0.026281,           0.0064153,           0.0076952,            0.001981,            0.001981,            0.001981
                 164,            0.023678,           0.0086155,            0.002899,             0.95932,             0.83043,              0.8658,             0.57122,            0.026312,           0.0063481,           0.0078983,           0.0019315,           0.0019315,           0.0019315
                 165,             0.02394,           0.0084632,           0.0028352,             0.95113,             0.84552,             0.88394,             0.58056,            0.026372,           0.0063435,           0.0067724,            0.001882,            0.001882,            0.001882
                 166,            0.024112,           0.0080835,           0.0028742,             0.96092,             0.84978,             0.88597,             0.58923,            0.026149,           0.0063424,           0.0068296,           0.0018325,           0.0018325,           0.0018325
                 167,            0.023847,           0.0083495,           0.0023191,             0.96839,             0.85027,             0.88747,             0.58111,            0.026438,           0.0062996,           0.0070388,            0.001783,            0.001783,            0.001783
                 168,            0.023103,           0.0081537,           0.0026875,             0.95699,             0.84027,             0.88281,             0.57858,            0.026546,           0.0063749,           0.0072239,           0.0017335,           0.0017335,           0.0017335
                 169,            0.023889,           0.0081207,           0.0024881,             0.95885,             0.84079,             0.87636,             0.57992,             0.02658,           0.0064561,           0.0074613,            0.001684,            0.001684,            0.001684
                 170,            0.023236,            0.008206,           0.0022457,             0.93694,             0.84979,             0.87743,             0.58074,            0.026462,           0.0063864,           0.0076518,           0.0016345,           0.0016345,           0.0016345
                 171,            0.023165,           0.0080778,           0.0024133,             0.94594,             0.85568,             0.88277,             0.57335,            0.026223,           0.0064608,           0.0073284,            0.001585,            0.001585,            0.001585
                 172,            0.023027,           0.0080164,           0.0018583,             0.94063,             0.84446,             0.87944,             0.57686,            0.026547,           0.0063741,           0.0074033,           0.0015355,           0.0015355,           0.0015355
                 173,            0.023106,           0.0083288,           0.0025215,             0.93973,             0.84949,             0.90002,             0.58906,            0.026353,           0.0063247,           0.0070866,            0.001486,            0.001486,            0.001486
                 174,            0.023164,           0.0079244,           0.0025833,             0.95342,             0.86265,             0.89291,             0.58415,            0.026488,           0.0062117,           0.0072327,           0.0014365,           0.0014365,           0.0014365
                 175,            0.023451,            0.007922,            0.002715,             0.95754,             0.83941,             0.87803,             0.58533,            0.026249,           0.0062913,           0.0070881,            0.001387,            0.001387,            0.001387
                 176,            0.022833,           0.0081027,           0.0024831,              0.9556,             0.83794,             0.87447,             0.58042,            0.026361,           0.0063667,           0.0073551,           0.0013375,           0.0013375,           0.0013375
                 177,            0.022445,           0.0081759,            0.002018,             0.95671,              0.8249,             0.87672,             0.58017,            0.026355,            0.006376,             0.00766,            0.001288,            0.001288,            0.001288
                 178,            0.022821,           0.0077154,           0.0022973,             0.96491,             0.81386,             0.87405,             0.58523,            0.026382,            0.006437,            0.007939,           0.0012385,           0.0012385,           0.0012385
                 179,             0.02371,           0.0083304,           0.0025786,             0.95442,             0.83316,             0.87345,             0.57632,            0.026569,           0.0064339,           0.0074212,            0.001189,            0.001189,            0.001189
                 180,            0.022787,           0.0079026,           0.0021799,             0.95573,             0.83247,             0.87744,              0.5794,            0.026806,           0.0064528,           0.0074324,           0.0011395,           0.0011395,           0.0011395
                 181,            0.022019,           0.0078988,           0.0021868,              0.9601,             0.83241,              0.8764,             0.57788,            0.026549,           0.0064366,           0.0069931,             0.00109,             0.00109,             0.00109
                 182,            0.022172,           0.0080655,           0.0020666,             0.94679,             0.83859,             0.87467,               0.575,            0.026845,           0.0064519,           0.0069737,           0.0010405,           0.0010405,           0.0010405
                 183,            0.022152,            0.007997,           0.0021666,             0.95145,              0.8387,             0.87287,             0.57671,            0.026609,           0.0064465,           0.0068678,            0.000991,            0.000991,            0.000991
                 184,            0.023097,           0.0078853,           0.0024349,             0.94858,             0.84539,             0.87292,             0.57569,             0.02664,            0.006541,           0.0068306,           0.0009415,           0.0009415,           0.0009415
                 185,            0.022603,           0.0079864,           0.0018552,             0.94941,               0.845,             0.87627,             0.57977,            0.026448,           0.0065623,            0.006915,            0.000892,            0.000892,            0.000892
                 186,            0.022605,           0.0078582,           0.0019955,             0.95724,             0.84233,             0.87864,             0.58443,            0.026366,           0.0065416,           0.0067926,           0.0008425,           0.0008425,           0.0008425
                 187,            0.021931,           0.0076798,            0.001946,             0.95945,              0.8323,             0.87776,             0.58768,            0.026358,           0.0065316,           0.0072254,            0.000793,            0.000793,            0.000793
                 188,            0.022445,           0.0079041,            0.001935,             0.95422,             0.83569,             0.87455,             0.58229,             0.02619,           0.0064755,           0.0074159,           0.0007435,           0.0007435,           0.0007435
                 189,            0.022175,           0.0081236,           0.0020366,             0.95025,             0.84633,             0.87453,             0.58578,             0.02615,           0.0064562,           0.0075903,            0.000694,            0.000694,            0.000694
                 190,            0.021744,           0.0078703,           0.0019529,             0.96454,             0.82719,              0.8776,             0.58364,            0.026356,           0.0064877,           0.0075204,           0.0006445,           0.0006445,           0.0006445
                 191,            0.022349,             0.00796,           0.0021954,              0.9474,             0.84781,             0.88412,             0.58642,            0.026163,           0.0065008,           0.0072956,            0.000595,            0.000595,            0.000595
                 192,            0.021696,           0.0077582,            0.001787,             0.96016,             0.84123,             0.88623,             0.58476,            0.026239,           0.0065025,           0.0072706,           0.0005455,           0.0005455,           0.0005455
                 193,            0.021824,           0.0076915,           0.0015684,             0.94946,             0.85002,             0.88654,             0.58634,            0.026183,           0.0065003,           0.0072571,            0.000496,            0.000496,            0.000496
                 194,            0.021668,           0.0076209,           0.0016385,             0.94503,             0.84303,             0.87853,             0.58252,             0.02628,            0.006541,           0.0072006,           0.0004465,           0.0004465,           0.0004465
                 195,            0.021447,            0.007805,           0.0015568,             0.92879,             0.85675,             0.87928,             0.58351,            0.026268,           0.0065202,            0.007242,            0.000397,            0.000397,            0.000397
                 196,            0.021756,           0.0080611,           0.0018834,             0.93916,             0.84749,             0.87941,             0.58483,            0.026296,           0.0065153,           0.0074823,           0.0003475,           0.0003475,           0.0003475
                 197,            0.021976,           0.0079492,           0.0020723,             0.93195,             0.85534,             0.87955,             0.58491,            0.026193,           0.0065419,           0.0073699,            0.000298,            0.000298,            0.000298
                 198,            0.021196,           0.0077459,           0.0017078,             0.93498,             0.85399,             0.88017,             0.58249,            0.026258,           0.0065414,           0.0073818,           0.0002485,           0.0002485,           0.0002485
                 199,            0.021379,             0.00788,           0.0021398,             0.96303,             0.83508,             0.88048,             0.58208,            0.026289,           0.0065518,           0.0072619,            0.000199,            0.000199,            0.000199
